Nazwa,Znizka %,Cena,Cena pierwotna,Tagi,Opinie,% pozytywnych,AppID,Link
Changeling,85,"2,92€","19,50€","Indie, Casual, Otome, Female Protagonist",Very Positive,94,1010240,https://store.steampowered.com/app/1010240/Changeling/
Balloon Flight,85,"0,74€","4,99€","Funny, Physics, Difficult, Family Friendly",Very Positive,94,1612960,https://store.steampowered.com/app/1612960/Balloon_Flight/
This War of Mine,85,"2,84€","18,99€","Survival, War, Atmospheric, Singleplayer",Very Positive,92,282070,https://store.steampowered.com/app/282070/This_War_of_Mine/
Marvel's Guardians of the Galaxy,85,"8,99€","59,99€","Singleplayer, Story Rich, Superhero, Action-Adventure",Very Positive,93,1088850,https://store.steampowered.com/app/1088850/Marvels_Guardians_of_the_Galaxy/
DmC: Devil May Cry,85,"4,49€","29,99€","Action, Hack and Slash, Great Soundtrack, Spectacle fighter",Very Positive,90,220440,https://store.steampowered.com/app/220440/DmC_Devil_May_Cry/
Devil May Cry HD Collection,85,"4,49€","29,99€","Hack and Slash, Action, Great Soundtrack, Character Action Game",Very Positive,93,631510,https://store.steampowered.com/app/631510/Devil_May_Cry_HD_Collection/
Hacknet,85,"1,46€","9,75€","Hacking, Simulation, Programming, Typing",Very Positive,94,365450,https://store.steampowered.com/app/365450/Hacknet/
Mass Effect (2007),85,"4,49€","29,99€","RPG, Sci-fi, Story Rich, Action",Very Positive,93,17460,https://store.steampowered.com/app/17460/Mass_Effect_2007/
Unrailed!,85,"2,99€","19,99€","Multiplayer, Co-op, Online Co-Op, Local Co-Op",Very Positive,94,1016920,https://store.steampowered.com/app/1016920/Unrailed/
Sleeping Dogs,85,"2,99€","19,99€","Open World, Action, Martial Arts, Third Person",Very Positive,93,202170,https://store.steampowered.com/app/202170/Sleeping_Dogs/
The Swapper,85,"2,09€","13,99€","Puzzle, Sci-fi, Atmospheric, Indie",Very Positive,93,231160,https://store.steampowered.com/app/231160/The_Swapper/
SteamWorld Heist,85,"2,24€","14,99€","Strategy, Turn-Based, Steampunk, RPG",Very Positive,93,322190,https://store.steampowered.com/app/322190/SteamWorld_Heist/
Shady Part of Me,85,"2,24€","14,99€","Indie, Puzzle, Female Protagonist, Atmospheric",Very Positive,91,1116580,https://store.steampowered.com/app/1116580/Shady_Part_of_Me/
Kaze and the Wild Masks,85,"2,24€","14,99€","1990's, Old School, 2D, Cartoony",Very Positive,93,829280,https://store.steampowered.com/app/829280/Kaze_and_the_Wild_Masks/
Hiveswap Friendsim,85,"1,91€","12,79€","Visual Novel, Indie, Simulation, Violent",Very Positive,93,833040,https://store.steampowered.com/app/833040/Hiveswap_Friendsim/
A Juggler's Tale,85,"2,24€","14,99€","Atmospheric, Fantasy, Story Rich, Puzzle Platformer",Very Positive,93,1252830,https://store.steampowered.com/app/1252830/A_Jugglers_Tale/
Home Sheep Home: Farmageddon Party Edition,85,"1,49€","9,99€","Indie, Puzzle, Casual, Adventure",Very Positive,93,259810,https://store.steampowered.com/app/259810/Home_Sheep_Home_Farmageddon_Party_Edition/
Disc Room,85,"2,21€","14,79€","Indie, Action, Difficult, Violent",Very Positive,93,1229580,https://store.steampowered.com/app/1229580/Disc_Room/
Lightmatter,85,"2,92€","19,50€","Logic, Indie, Adventure, Puzzle",Very Positive,93,994140,https://store.steampowered.com/app/994140/Lightmatter/
Learn Japanese To Survive! Katakana War,85,"0,89€","5,99€","RPG, Education, Indie, Adventure",Very Positive,93,554600,https://store.steampowered.com/app/554600/Learn_Japanese_To_Survive_Katakana_War/
Youropa,85,"2,24€","14,99€","Puzzle Platformer, 3D Platformer, Metroidvania, Exploration",Very Positive,93,640120,https://store.steampowered.com/app/640120/Youropa/
Night Stones,85,"2,92€","19,50€","Fantasy, Magic, Exploration, Cozy",Very Positive,93,2300340,https://store.steampowered.com/app/2300340/Night_Stones/
LuGame: Lunchtime Games Club!,85,"1,19€","7,99€","Cute, Funny, Anime, Visual Novel",Very Positive,93,812840,https://store.steampowered.com/app/812840/LuGame_Lunchtime_Games_Club/
Deleveled,85,"1,22€","8,19€","Precision Platformer, Puzzle Platformer, Physics, 2D",Very Positive,93,1045580,https://store.steampowered.com/app/1045580/Deleveled/
Two Point Hospital,85,"4,49€","29,99€","Simulation, Management, Medical Sim, Building",Very Positive,93,535930,https://store.steampowered.com/app/535930/Two_Point_Hospital/
Death Road to Canada,85,"2,24€","14,99€","Zombies, Pixel Graphics, Action Roguelike, Local Co-Op",Very Positive,94,252610,https://store.steampowered.com/app/252610/Death_Road_to_Canada/
Chasing Tails ~A Promise in the Snow~,85,"0,98€","6,59€","Sexual Content, Hentai, Visual Novel, LGBTQ+",Very Positive,92,1555110,https://store.steampowered.com/app/1555110/Chasing_Tails_A_Promise_in_the_Snow/
Lara Croft and the Guardian of Light,85,"1,49€","9,99€","Action, Adventure, Co-op, Local Co-Op",Very Positive,92,35130,https://store.steampowered.com/app/35130/Lara_Croft_and_the_Guardian_of_Light/
Broken Reality,85,"2,24€","14,99€","Indie, Adventure, Surreal, Walking Simulator",Very Positive,92,757480,https://store.steampowered.com/app/757480/Broken_Reality/
Pesterquest,85,"1,76€","11,79€","Indie, Adventure, RPG, Visual Novel",Very Positive,92,1144030,https://store.steampowered.com/app/1144030/Pesterquest/
Skulls of the Shogun,85,"1,22€","8,19€","Strategy, Indie, Turn-Based Strategy, Turn-Based",Very Positive,92,228960,https://store.steampowered.com/app/228960/Skulls_of_the_Shogun/
Nauticrawl,85,"2,21€","14,79€","Simulation, Indie, Atmospheric, Sci-fi",Very Positive,92,922100,https://store.steampowered.com/app/922100/Nauticrawl/
Asleep: Act 1,85,"1,46€","9,75€","Psychological Horror, Horror, Female Protagonist, Pixel Graphics",Very Positive,92,1583850,https://store.steampowered.com/app/1583850/Asleep_Act_1/
The Curious Tale of the Stolen Pets,85,"1,04€","6,99€","Adventure, Indie, Casual, Puzzle",Very Positive,92,1099500,https://store.steampowered.com/app/1099500/The_Curious_Tale_of_the_Stolen_Pets/
Tobla - Divine Path,85,"1,16€","7,79€","Puzzle Platformer, Puzzle, First-Person, 3D",Very Positive,92,2717750,https://store.steampowered.com/app/2717750/Tobla__Divine_Path/
The Cat Machine,85,"1,87€","12,49€","Cats, Indie, Strategy, Puzzle",Very Positive,92,386900,https://store.steampowered.com/app/386900/The_Cat_Machine/
inbento,84,"0,79€","4,99€","Casual, Cute, Puzzle, Funny",Overwhelmingly Positive,96,1567440,https://store.steampowered.com/app/1567440/inbento/
Golf Peaks,84,"0,79€","4,99€","Card Game, Strategy, Casual, Sports",Overwhelmingly Positive,95,923260,https://store.steampowered.com/app/923260/Golf_Peaks/
Super Meat Boy,84,"2,23€","13,99€","Precision Platformer, Platformer, Difficult, Indie",Very Positive,93,40800,https://store.steampowered.com/app/40800/Super_Meat_Boy/
TROUBLE JUICE,84,"0,79€","4,99€","Horror, Action Roguelike, Twin Stick Shooter, Bullet Hell",Very Positive,94,2065840,https://store.steampowered.com/app/2065840/TROUBLE_JUICE/
Samurai GUNN,84,"0,79€","4,99€","4 Player Local, 2D Fighter, Fighting, Local Multiplayer",Very Positive,93,239090,https://store.steampowered.com/app/239090/Samurai_GUNN/
CrushBorgs,84,"0,63€","3,99€","1990's, Sci-fi, Retro, Action",Very Positive,93,1504340,https://store.steampowered.com/app/1504340/CrushBorgs/
Qbik,84,"0,79€","4,99€","Indie, Casual, Adventure, Puzzle",Very Positive,92,618470,https://store.steampowered.com/app/618470/Qbik/
Crystal Caves,83,"0,84€","4,99€","Action, Platformer, Classic, Retro",Very Positive,97,358260,https://store.steampowered.com/app/358260/Crystal_Caves/
Secret Agent,83,"0,84€","4,99€","Action, Platformer, Classic, 2D",Very Positive,97,358350,https://store.steampowered.com/app/358350/Secret_Agent/
Cosmo's Cosmic Adventure,83,"0,84€","4,99€","Action, Adventure, Platformer, 1990's",Very Positive,96,358250,https://store.steampowered.com/app/358250/Cosmos_Cosmic_Adventure/
Wormskull,83,"1,12€","6,59€","Indie, RPG, Adventure, Strategy",Very Positive,96,1153200,https://store.steampowered.com/app/1153200/Wormskull/
The Dweller,83,"0,84€","4,99€","Indie, Casual, Simulation, Strategy",Very Positive,94,463930,https://store.steampowered.com/app/463930/The_Dweller/
Aaero,82,"2,24€","12,49€","Indie, Action, Music, Rhythm",Very Positive,92,499890,https://store.steampowered.com/app/499890/Aaero/
Twinsen's Little Big Adventure 2 Classic,81,"1,89€","9,99€","Adventure, Exploration, Action, Story Rich",Overwhelmingly Positive,98,398000,https://store.steampowered.com/app/398000/Twinsens_Little_Big_Adventure_2_Classic/
Jubilee,81,"1,55€","8,19€","Action, Platformer, 2D Platformer, Exploration",Very Positive,96,1774220,https://store.steampowered.com/app/1774220/Jubilee/
Time Commando,81,"0,94€","4,99€","Beat 'em up, Combat, 1990's, Side Scroller",Very Positive,94,1758910,https://store.steampowered.com/app/1758910/Time_Commando/
Portal 2,80,"1,95€","9,75€","Singleplayer, Platformer, Puzzle, First-Person",Overwhelmingly Positive,98,620,https://store.steampowered.com/app/620/Portal_2/
Portal,80,"1,95€","9,75€","Puzzle, Puzzle Platformer, First-Person, 3D Platformer",Overwhelmingly Positive,98,400,https://store.steampowered.com/app/400/Portal/
Don't Escape: 4 Days to Survive,80,"2,95€","14,79€","Pixel Graphics, Adventure, Point & Click, Post-apocalyptic",Overwhelmingly Positive,98,611760,https://store.steampowered.com/app/611760/Dont_Escape_4_Days_to_Survive/
Cleo - a pirate's tale,80,"2,49€","12,49€","Point & Click, Adventure, Pixel Graphics, 2D",Overwhelmingly Positive,98,1361230,https://store.steampowered.com/app/1361230/Cleo__a_pirates_tale/
Penko Park,80,"2,75€","13,79€","Creature Collector, Cute, Collectathon, Colorful",Overwhelmingly Positive,98,852090,https://store.steampowered.com/app/852090/Penko_Park/
Left 4 Dead 2,80,"1,95€","9,75€","Zombies, Co-op, FPS, Multiplayer",Overwhelmingly Positive,97,550,https://store.steampowered.com/app/550/Left_4_Dead_2/
Bloons TD 6,80,"2,75€","13,79€","Tower Defense, Strategy, Multiplayer, Singleplayer",Overwhelmingly Positive,97,960090,https://store.steampowered.com/app/960090/Bloons_TD_6/
Half-Life 2,80,"1,95€","9,75€","FPS, Action, Sci-fi, Classic",Overwhelmingly Positive,97,220,https://store.steampowered.com/app/220/HalfLife_2/
RESIDENT EVIL 2 / BIOHAZARD RE:2 Deluxe Edition,80,"9,99€","49,99€","Action, Zombies, Survival Horror, Horror",Overwhelmingly Positive,97,"883710,920560,920561,920562,920563,920564,920567,920568",https://store.steampowered.com/sub/281610/
Resident Evil 2,80,"7,99€","39,99€","Zombies, Survival Horror, Horror, Singleplayer",Overwhelmingly Positive,96,883710,https://store.steampowered.com/app/883710/Resident_Evil_2/
South Park™: The Stick of Truth™,80,"5,99€","29,99€","RPG, Comedy, Adventure, Funny",Overwhelmingly Positive,97,213670,https://store.steampowered.com/app/213670/South_Park_The_Stick_of_Truth/
Broforce,80,"2,95€","14,79€","Action, Pixel Graphics, Co-op, 2D",Overwhelmingly Positive,96,274190,https://store.steampowered.com/app/274190/Broforce/
The Room,80,"0,99€","4,99€","Puzzle, Mystery, Point & Click, Atmospheric",Overwhelmingly Positive,97,288160,https://store.steampowered.com/app/288160/The_Room/
The Room Two,80,"0,99€","4,99€","Puzzle, Mystery, Point & Click, Atmospheric",Overwhelmingly Positive,97,425580,https://store.steampowered.com/app/425580/The_Room_Two/
Before Your Eyes,80,"1,95€","9,75€","Emotional, Narrative, Story Rich, Indie",Overwhelmingly Positive,98,1082430,https://store.steampowered.com/app/1082430/Before_Your_Eyes/
Finding Paradise,80,"1,95€","9,75€","Story Rich, Emotional, Pixel Graphics, Adventure",Overwhelmingly Positive,98,337340,https://store.steampowered.com/app/337340/Finding_Paradise/
Stronghold Crusader HD (2012),80,"1,59€","7,99€","Military, City Builder, Real Time Tactics, Medieval",Overwhelmingly Positive,97,40970,https://store.steampowered.com/app/40970/Stronghold_Crusader_HD_2012/
Peggle Deluxe,80,"0,99€","4,99€","Casual, Puzzle, Arcade, Singleplayer",Overwhelmingly Positive,97,3480,https://store.steampowered.com/app/3480/Peggle_Deluxe/
Gunpoint,80,"1,40€","7,00€","Stealth, Indie, Puzzle, 2D",Overwhelmingly Positive,97,206190,https://store.steampowered.com/app/206190/Gunpoint/
Marco & The Galaxy Dragon,80,"3,90€","19,50€","Visual Novel, Anime, Female Protagonist, Adventure",Very Positive,94,1202540,https://store.steampowered.com/app/1202540/Marco__The_Galaxy_Dragon/
Alba: A Wildlife Adventure,80,"3,23€","16,19€","Casual, Wholesome, Cozy, Family Friendly",Overwhelmingly Positive,97,1337010,https://store.steampowered.com/app/1337010/Alba_A_Wildlife_Adventure/
Vampires' Melody,80,"0,79€","3,99€","Visual Novel, Casual, Adventure, Vampires",Very Positive,93,1377360,https://store.steampowered.com/app/1377360/Vampires_Melody/
Day of the Tentacle Remastered,80,"2,99€","14,99€","Point & Click, Adventure, Classic, Comedy",Overwhelmingly Positive,97,388210,https://store.steampowered.com/app/388210/Day_of_the_Tentacle_Remastered/
Tinykin,80,"4,90€","24,50€","3D Platformer, Cute, Cartoony, Action-Adventure",Overwhelmingly Positive,97,1599020,https://store.steampowered.com/app/1599020/Tinykin/
Feeding Frenzy 2 Deluxe,80,"0,99€","4,99€","Casual, Singleplayer, Arcade, Underwater",Overwhelmingly Positive,97,3390,https://store.steampowered.com/app/3390/Feeding_Frenzy_2_Deluxe/
Proverbs,80,"1,75€","8,79€","Incremental, Casual, Puzzle, 2D",Overwhelmingly Positive,97,3083300,https://store.steampowered.com/app/3083300/Proverbs/
Cattails: Wildwood Story,80,"3,90€","19,50€","Cats, Life Sim, Farming Sim, Wholesome",Overwhelmingly Positive,97,1882500,https://store.steampowered.com/app/1882500/Cattails_Wildwood_Story/
Streets of Fury EX,80,"1,95€","9,75€","Beat 'em up, Local Co-Op, Local Multiplayer, Co-op Campaign",Overwhelmingly Positive,97,350910,https://store.steampowered.com/app/350910/Streets_of_Fury_EX/
The Witcher 3: Wild Hunt - Complete Edition,80,"9,99€","49,99€","RPG, Open World, Story Rich, Atmospheric",Overwhelmingly Positive,96,"292030,378649,378648",https://store.steampowered.com/sub/124923/
Counter-Strike,80,"1,63€","8,19€","Action, FPS, Multiplayer, Shooter",Overwhelmingly Positive,96,10,https://store.steampowered.com/app/10/CounterStrike/
Counter-Strike: Source,80,"1,95€","9,75€","Shooter, FPS, Action, Multiplayer",Overwhelmingly Positive,96,240,https://store.steampowered.com/app/240/CounterStrike_Source/
Half-Life,80,"1,63€","8,19€","FPS, Classic, 1990's, Sci-fi",Overwhelmingly Positive,96,70,https://store.steampowered.com/app/70/HalfLife/
GRIS,80,"2,95€","14,79€","Beautiful, Atmospheric, Great Soundtrack, Indie",Overwhelmingly Positive,95,683320,https://store.steampowered.com/app/683320/GRIS/
To The Moon Game and Soundtrack Bundle,80,"2,39€","11,99€","Indie, Great Soundtrack, Story Rich, Soundtrack",Overwhelmingly Positive,96,"206440,206450",https://store.steampowered.com/sub/15373/
Left 4 Dead,80,"1,95€","9,75€","Zombies, Co-op, Multiplayer, FPS",Overwhelmingly Positive,95,500,https://store.steampowered.com/app/500/Left_4_Dead/
FlatOut 2,80,"1,99€","9,99€","Racing, Combat Racing, Multiplayer, Destruction",Very Positive,94,2990,https://store.steampowered.com/app/2990/FlatOut_2/
Streets of Rogue,80,"3,90€","19,50€","Roguelite, Action Roguelike, Pixel Graphics, Multiplayer",Overwhelmingly Positive,96,512900,https://store.steampowered.com/app/512900/Streets_of_Rogue/
Kindergarten,80,"0,99€","4,99€","Funny, Gore, Pixel Graphics, Dark Humor",Overwhelmingly Positive,97,589590,https://store.steampowered.com/app/589590/Kindergarten/
Supreme Commander: Forged Alliance,80,"1,99€","9,99€","Strategy, RTS, Sci-fi, Multiplayer",Overwhelmingly Positive,96,9420,https://store.steampowered.com/app/9420/Supreme_Commander_Forged_Alliance/
Recettear: An Item Shop's Tale,80,"2,99€","14,99€","Capitalism, Anime, RPG, Dungeon Crawler",Overwhelmingly Positive,96,70400,https://store.steampowered.com/app/70400/Recettear_An_Item_Shops_Tale/
Insaniquarium Deluxe,80,"0,99€","4,99€","Casual, Classic, Singleplayer, Underwater",Overwhelmingly Positive,97,3320,https://store.steampowered.com/app/3320/Insaniquarium_Deluxe/
Bejeweled® 3,80,"0,99€","4,99€","Puzzle, Casual, Match 3, Singleplayer",Overwhelmingly Positive,95,78000,https://store.steampowered.com/app/78000/Bejeweled_3/
Civilization IV: Beyond the Sword,80,"4,99€","24,99€","Strategy, Turn-Based Strategy, 4X, Turn-Based",Overwhelmingly Positive,96,8800,https://store.steampowered.com/app/8800/Civilization_IV_Beyond_the_Sword/
